x,y
1105,271523
1062,259041
1061,254636
1258,316857
802,166055
238,22925
1116,289003
600,110861
994,181172
1161,251858
912,162886
148,12257
1291,297079
768,200335
726,140159
1010,214761
112,8973
801,154455
885,183734
1394,450591
69,5385
600,126512
292,36006
1042,224669
275,35293
568,79454
479,65526
1380,319134
1220,268962
1027,209832
389,49619
1018,208927
1117,258458
995,238560
1179,262267
716,114048
907,173612
1233,274493
221,28754
38,2640
1457,355407
900,164030
370,50666
28,1474
1179,257386
904,167116
1122,241242
1350,310956
323,44291
624,89577
248,25752
29,1625
1407,360455
292,32014
40,2527
267,42393
36,2400
155,15374
593,90299
430,69751
1415,404786
754,148024
59,4780
212,18382
716,172495
15,1027
1195,297966
1006,230491
1186,345645
1207,338329
190,47016
257,22972
1283,328658
642,97570
110,21261
1435,430333
532,72845
105,9175
656,111706
400,71051
864,185529
259,25764
830,188155
549,100277
1059,234398
698,111176
853,150806
601,85128
1212,272889
714,108743
1182,248260
1467,353406
1370,323957
955,191050
1418,345582
597,84071
680,108722
791,174026
700,141931
81,6470
264,24404
1486,407000
659,97038
14,1020
342,36897
486,61877
1231,268360
1129,289135
1302,337790
9,546
913,181413
562,92864
563,79450
333,35188
1146,261027
254,29530
139,12230
541,143330
609,115700
831,207288
481,83775
669,142794
1421,363882
637,112500
1368,344535
839,167303
892,183976
1382,347785
1313,320234
728,139652
463,67403
2,188
1068,273328
1394,469871
1120,317041
90,7621
1165,294950
314,38346
1127,260919
940,186579
1417,336638
129,20006
267,24065
929,182692
229,29353
118,7790
1084,227999
1034,209698
968,197677
355,37360
1073,261262
318,36442
291,33686
681,125514
604,108162
371,46256
945,191554
811,159391
63,4170
330,39272
439,59808
1408,342402
819,164763
1328,323975
209,19264
1411,362865
591,98069
1443,349252
429,58361
1426,358789
925,193643
447,63657
1096,239062
760,147436
985,212710
143,11899
1460,381682
76,5538
1477,502581
1132,267293
1082,241989
461,67320
1132,245775
1367,342082
1424,370242
1107,234801
515,62558
547,76620
578,84290
245,20604
677,106536
75,4528
1194,257956
261,32840
104,6810
313,28617
4,201
20,1080
491,61807
809,144891
466,53602
663,101894
684,126477
901,214060
1130,239956
541,71214
97,8704
725,143478
438,59604
650,112005
323,40815
1437,344886
149,21175
1321,304732
246,31811
335,33525
685,104554
34,2460
1352,311508
1482,359452
1105,236268
1467,351470
1215,307734
944,216362
938,228047
1262,304906
891,183293
1400,357667
17,1028
1403,363517
1030,237265
238,24641
491,71747
511,78990
123,11353
1102,248463
1345,332751
646,114050
968,205378
934,201977
603,102909
1108,244693
1140,260811
1440,366206
111,7609
1242,299718
348,43721
397,54245
1012,206787
923,161797
1280,279284
681,96133
713,106860
68,4609
1009,269414
16,774
634,110044
422,57739
1222,279832
1335,332297
442,48754
766,129144
232,19811
430,52883
210,18710
631,94114
242,31195
1225,271275
1473,352523
472,53374
1303,318609
448,67669
283,43085
1102,268600
1336,391517
733,117492
1268,354610
655,136513
113,9862
1489,474603
476,57283
1181,329295
830,167445
1208,301324
370,58831
456,71494
556,131265
1271,364353
337,60875
599,93166
518,82564
1214,349204
111,9776
251,21839
459,55799
1183,310200
1068,283257
827,144640
589,105208
1010,257398
1228,325976
146,12625
341,44331
1358,372798
179,24414
185,20010
319,38843
801,183091
725,146158
1392,371265
1344,341408
1402,364829
252,24963
1127,256150
31,2170
1330,337942
1349,334685
931,199845
83,5348
206,19895
1325,320800
629,108713
700,113575
133,11698
1206,259035
1083,213665
132,9945
179,13143
1004,187337
128,9432
58,3519
97,6661
1171,245091
599,77879
693,103259
402,47031
1325,301840
126,8865
691,102829
1115,220509
744,113966
559,70590
937,170965
343,33842
112,7587
1122,232006
790,126147
148,11078
1095,216252
1040,198210
197,16014
507,59878
898,157148
575,73568
91,6187
825,136555
782,123441
953,177105
1011,189002
785,122822
475,56572
286,27546
23,1132
226,19788
314,29809
363,37058
979,195570
514,80721
1462,589625
1380,453780
1251,293052
352,42993
284,30591
1474,382987
648,116507
505,75955
1412,366328
480,70449
1101,242885
434,57259
1474,376316
116,8019
539,84483
508,83953
457,66356
384,49861
1400,347921
1135,239524
728,114764
85,7198
1487,355339
1496,363151
573,75371
190,18516
1276,282936
904,187638
838,177242
221,21789
10,435
197,16469
8,389
1320,307178
509,64509
200,19755
1405,343944
1165,253919
208,19602
76,4947
404,50505
106,8841
1456,365910
101,8387
179,14947
1181,262792
211,20509
435,51770
681,110956
503,70351
223,22637
1410,343438
935,175836
677,102960
355,37668
1119,234500
1013,205855
220,28011
961,192220
257,33206
18,872
150,11319
1086,225525
1107,233213
880,158022
653,117670
152,13710
1166,290350
743,123575
774,137651
69,4774
1231,296831
368,43337
1398,335238
1307,296847
389,55078
1384,324438
1209,264766
319,43515
580,77425
859,160433
748,122956
72,5539
1106,228557
131,19935
158,13171
1341,307955
682,137680
348,46285
810,167162
425,57399
858,183640
783,156894
1013,223806
1152,288454
1216,289290
718,137412
315,35889
942,200638
452,63470
536,85585
854,176995
678,122807
829,166147
1332,336765
685,130553
632,112013
179,15779
1228,294928
672,127239
164,13454
1271,312557
996,217171
1140,258282
220,22241
1437,365643
415,54581
1376,335284
879,177241
706,134046
243,23425
657,122076
477,69797
1457,372789
107,8334
817,165968
1166,272644
1369,343927
79,5775
242,24846
1487,380110
382,49611
968,202631
1026,232219
575,99540
1134,245646
789,154245
856,175675
293,32380
743,146605
956,201633
292,30731
558,90270
506,77030
1135,236438
297,27065
92,6089
1457,349017
693,101436
1178,336682
1458,380690
541,83193
768,130113
269,23557
1035,196756
825,135846
1159,237999
372,43138
695,101891
1245,265933
748,115920
1203,249307
338,31648
686,100174
218,17347
1162,234434
953,174602
1440,336503
1435,340722
1409,333734
858,144970
102,6815
1402,329485
1164,239065
666,95332
1138,231676
1001,186157
18,918
24,1168
737,110917
838,138596
906,159367
928,167337
224,18936
986,178415
820,134053
738,111179
1227,259710
1419,327856
1205,259685
264,22294
1040,200913
297,27825
1039,199477
230,20070
1241,262278
1305,293329
497,58618
504,59813
165,12957
1236,315502
114,9704
214,18515
986,200650
959,226414
1497,402625
323,41043
1407,356208
68,4530
97,7936
1264,305419
303,35210
1202,288239
1013,203874
413,43548
702,112026
650,96011
137,9952
751,125679
841,153058
1128,236105
702,106096
85,7115
651,107715
832,146075
1464,384914
847,254027
527,80907
600,105951
345,59440
1247,362745
1238,393102
1052,365190
1155,298706
696,109428
873,169621
188,25660
1125,243117
482,56354
80,5678
348,38951
1200,260859
524,64316
663,104319
275,26243
1478,355116
940,184437
347,44095
414,45766
77,5090
637,96764
237,21658
1225,269969
222,28756
13,517
907,196968
175,14793
1105,268852
1035,254549
1142,286385
95,8157
309,29218
765,138004
1394,355599
640,99644
820,165841
1327,315063
489,60648
1309,300712
617,90213
426,53984
390,46561
1180,284473
773,137698
721,137524
982,196023
103,9090
1443,358394
972,192797
559,75804
1440,348290
230,22278
1097,228412
957,192913
232,29893
728,111815
404,45717
1157,251851
1370,322095
211,28208
1390,325780
1091,246558
637,119899
955,258956
665,144468
958,288030
590,88913
757,164451
795,136576
419,55700
313,29729
66,4097
1098,221001
1403,321088
555,70628
65,4404
1006,191855
834,141929
1253,269236
1036,201962
1193,252486
1355,306877
137,10428
951,176480
1277,276578
1360,310271
1026,199269
1136,236375
1335,299546
1224,371071
238,24193
1364,320512
1426,337928
754,116865
701,114113
1375,313190
956,194580
941,364475
1156,292592
568,96270
1249,338254
1434,399155
891,239143
768,127930
930,185145
317,39882
954,197787
174,14170
388,57734
1166,278662
233,69507
1216,285887
1404,399406
55,3790
209,19250
113,7233
1468,365980
1455,359684
788,132697
225,24722
792,170719
1303,313460
1278,286426
31,2189
313,29787
1172,256474
882,162530
245,27235
327,32096
959,183796
172,16035
800,145096
1071,242324
1343,311957
933,182963
1362,357812
436,50387
233,23940
214,17724
988,194456
800,138720
1338,435816
61,5254
982,253118
703,146179
1308,392589
1156,269721
1332,347098
968,186436
1064,214783
561,73669
747,125592
112,10662
1115,316423
302,36533
1419,425002
613,132114
519,116927
155,23918
17,1200
705,142928
945,230612
573,74809
504,68682
1043,207365
978,181591
957,174184
1201,265646
845,155528
268,36293
1164,252919
1376,321168
1310,307106
838,148725
1045,209874
324,38438
702,119844
201,19062
1224,318689
1211,333674
876,240315
96,8095
1274,364261
137,13784
132,11885
1115,289235
593,83599
432,60570
1189,269102
1128,298434
1085,258139
169,16513
109,7714
473,86878
1146,333638
522,82771
1132,253880
337,35045
268,24222
477,66355
303,36950
139,10654
1072,212560
887,152379
557,69267
670,96543
54,3367
502,62368
1096,218423
916,161453
53,3261
1073,212459
1208,257110
736,120025
794,127795
1455,342419
850,146700
1243,266782
483,75680
1215,311414
1078,262042
831,151352
321,32765
145,11400
1319,306811
267,26051
425,49736
1184,348826
575,110178
1141,323183
482,67084
6,335
393,62222
902,192776
1199,292128
1438,367713
1241,293493
174,14176
1278,288815
1119,237104
199,26176
1432,346820
744,119407
28,1866
307,35562
796,147107
40,2083
613,85119
194,16216
215,20974
1041,239808
1435,351903
1042,206303
820,143867
1479,373691
17,1173
1224,274055
218,20714
1195,309718
166,15903
149,12817
1088,275757
13,870
1002,253139
923,205756
541,68249
453,58698
895,164232
708,117387
181,17518
800,161790
1109,227434
363,38618
121,8315
499,67810
1309,350185
65,14634
195,27730
681,138604
1415,322399
777,125761
1128,234142
224,29926
1072,223827
829,143099
154,11670
1420,398206
1258,344924
154,16205
745,143075
383,43230
255,30070
60,4654
581,99912
1396,362699
670,121200
791,151734
286,33239
792,160693
588,96520
860,157125
331,40371
254,27839
1163,262846
1495,399446
1480,386870
1026,228452
1350,335272
807,157036
513,78533
228,23473
863,179293
804,162589
76,4980
647,114366
242,26281
751,136139
1448,391450
670,121740
1361,391940
1043,283844
1168,289207
1091,251830
972,213320
1212,284214
1336,332169
1487,357168
1068,227358
838,146675
403,42451
656,109866
583,78286
1489,359484
12,541
125,9550
441,69722
691,113857
950,205342
510,59958
498,79486
25,1360
694,131542
807,181943
540,96356
989,244232
716,146980
761,126771
597,132150
697,132720
188,17645
203,21731
1092,252617
1238,348859
763,169593
944,211132
147,21807
154,25428
690,113912
91,7516
527,75529
1051,247122
1330,371146
572,94543
656,121300
1046,358130
378,47770
1169,356635
888,166963
1300,325914
161,13785
294,33656
535,84118
454,52762
368,45144
206,20298
1484,371540
650,114241
1405,351297
1271,315901
1311,325492
544,86721
342,43177
1086,235685
194,16948
914,194285
1140,260767
1413,361360
563,92394
470,58447
923,176507
301,33407
1290,315437
176,15438
471,70405
765,153219
131,12200
1250,344197
1421,363229
799,160404
1434,361300
756,151987
1234,329162
118,10601
1466,551568
701,132141
1135,312079
1331,392314
481,102901
292,31853
54,4080
475,71349
645,109462
388,49816
11,555
1303,382382
629,108255
629,109223
592,89975
770,174360
1341,333963
1236,295282
648,114972
984,191426
457,65024
726,131039
71,4760
1164,275974
1397,357379
1123,258915
770,148374
196,17497
399,52680
961,198369
212,19451
1166,273393
391,51050
1294,305560
1128,297187
1176,328800
934,199121
151,22291
1458,383185
847,151334
245,23203
766,178095
1387,591525
555,87071
821,181644
525,115060
1122,266399
294,26893
1060,253858
56,4686
826,144219
495,60854
294,34303
223,20192
390,46760
179,17110
207,20440
885,167217
447,54568
746,123203
233,19741
99,6740
1470,348062
79,15081
656,98073
869,160735
236,29996
313,29958
886,169227
252,31866
437,48980
653,98966
1437,407141
1314,334520
352,40094
767,172735
382,45626
339,54773
1253,303321
291,53833
335,35317
771,130698
67,14382
519,65080
199,17477
494,60922
54,3634
1385,325307
227,28804
737,118477
19,1250
560,80279
247,26533
1216,267304
1286,289461
449,107438
1365,355424
1397,418383
81,6984
804,221412
600,123822
65,20444
440,65634
1482,470071
1361,341915
631,109497
803,141072
121,10237
456,52240
297,28681
407,52479
1412,339983
1196,281825
390,54399
1494,381473
490,73985
788,134699
653,92028
737,109566
1035,196200
311,30189
627,84812
809,131917
1151,235427
144,10937
416,46467
299,27520
1138,230168
1172,242783
1403,321425
1420,336276
477,54794
633,85748
317,29305
44,2649
517,64688
849,141544
894,154078
765,118071
362,37285
742,113386
1322,555483
1419,562913
655,195106
1037,374897
1129,404441
70,5829
446,63215
428,57532
874,236591
97,8548
943,263545
1312,409196
996,237240
832,182439
592,103290
1108,303232
80,6515
389,61475
735,146239
1369,410196
685,131934
428,59737
787,159434
1277,399220
698,137132
56,4827
266,29719
221,22711
1464,555235
606,122598
952,279763
751,157546
790,205474
861,214456
758,158146
973,272178
1478,649720
1414,632389
641,120278
1387,423072
1296,476553
1109,305681
1031,344147
1310,398054
441,63151
65,5490
1094,288035
1156,330864
1043,289139
214,22355
292,32647
1122,327021
181,18335
498,88305
268,32477
723,192707
1133,360907
459,64998
521,90251
1427,488549
83,7491
1478,627105
818,235647
739,141324
1,100
29,2057
1314,502180
315,65417
577,206865
1350,456103
741,178588
628,108201
1133,296047
1023,252400
827,176146
1432,465541
414,57422
956,239852
667,124529
68,6073
785,156683
167,18393
420,58210
1453,475144
103,9381
1083,302977
677,124500
1135,300396
189,17756
477,67627
1313,380836
427,58509
742,155705
523,113847
1207,374126
1087,296680
905,256449
1291,508518
703,136367
251,30498
424,152105
617,125729
844,264586
166,16189
293,35205
463,109840
1333,393632
753,147524
569,90635
339,40235
382,50443
602,92104
642,94740
903,243181
338,34158
1456,365167
1047,243050
846,181817
1097,229462
1119,233376
692,109756
995,200257
312,31626
1278,297190
1392,330543
271,26484
725,121915
1147,268401
713,116678
10,644
642,106934
889,170148
11,664
374,37472
534,77172
1338,316047
436,47898
594,77492
329,31251
1500,448647
71,5308
197,17503
436,53735
977,252736
133,13634
1393,656423
261,27892
296,37655
783,161539
498,71664
1223,363692
533,99934
276,32743
625,140624
791,165464
160,15604
1394,359944
703,111952
1106,231789
641,94315
684,113342
1012,198611
685,98439
700,104203
782,122106
186,14425
1081,217364
1230,260880
66,4586
1121,233183
1203,249282
186,14711
943,194704
298,35934
963,204821
1480,361795
499,61915
1307,299485
504,63024
1370,330849
314,31838
1356,322175
648,97741
437,60639
500,58389
1448,475605
1336,510020
772,226152
1069,320461
424,71617
1061,260702
558,99705
822,172008
812,178688
785,160450
586,99132
310,32574
742,128748
327,39293
894,168502
1266,311280
896,190601
496,77024
1217,287747
1305,313734
892,187557
144,11951
1069,244992
403,53094
737,133415
630,115133
930,196092
1338,334935
1374,339333
253,25659
910,189846
74,5070
987,220384
1487,391559
569,92827
1373,333451
552,129913
1198,595368
319,40026
11,731
483,98440
156,16588
95,7847
1222,461919
27,1842
1084,297426
1120,340160
1237,363580
675,120157
448,63051
1304,297295
864,154399
919,177153
287,36631
661,96761
275,27200
368,40852
1077,259334
832,145864
984,198390
1471,361460
1208,302526
869,169795
534,79645
660,173645
942,200637
944,229143
378,46612
1327,364763
149,22002
698,135050
1125,314985
1303,385654
138,20844
223,18959
618,122100
1179,361711
301,64300
457,106213
1057,296124
860,216130
129,11816
102,9075
1084,334912
672,123672
972,247881
425,57283
327,41457
389,63910
143,13370
1260,354537
508,62095
409,55117
979,213575
857,207570
169,16160
705,145778
1113,298629
48,3514
1009,276781
561,77196
618,93888
939,251110
1202,361728
1414,392031
1327,386443
508,82672
223,23318
732,152380
946,242559
1295,371970
572,112068
1407,528160
983,255457
816,268297
523,96510
878,251528
1173,381679
689,190209
511,87940
1377,490878
1401,549148
813,201126
150,13838
213,21751
435,74879
809,217161
40,3020
532,98642
1272,374442
731,126374
1395,377195
515,63456
164,13087
1419,346744
481,58545
703,118083
1184,251701
530,64282
329,32643
825,135059
1326,298927
977,182442
789,132277
229,19093
1323,293352
1486,356826
1391,320183
978,286270
657,144392
845,262570
1150,366774
1072,272758
941,242251
1115,333632
817,187848
820,142441
1012,224654
826,143201
796,126071
1078,213142
495,63565
684,98684
840,142208
1158,241464
96,6780
788,128040
452,50298
1443,350071
850,145201
1121,229440
612,80326
348,34750
934,167885
159,11605
1297,286700
1355,306064
1204,250829
482,55498
632,85539
508,60946
447,52937
324,31379
1297,293192
807,128121
124,8606
36,2022
1080,214639
1348,303762
611,115635
1271,376040
400,54060
1041,286248
1371,497880
1201,328950
842,238049
1060,243043
1460,397466
1409,403589
1369,432157
491,72272
87,6696
1272,345440
499,69624
444,64185
1206,307356
226,21642
719,117201
1319,303906
1340,312448
1077,224004
35,2372
627,91262
721,118037
1374,319223
1486,366724
913,172135
844,152151
1359,313233
1100,231222
6,494
1062,266594
43,3241
281,33035
679,123613
1085,351367
1379,517224
944,252923
322,48834
865,225650
803,167205
278,31792
874,190048
349,41839
1087,275957
286,31044
882,191037
1033,218773
1477,361302
650,101713
1071,220682
290,26262
25,1361
956,176901
1106,226607
340,33554
1432,332272
588,75348
286,25917
398,41901
621,82300
205,17441
534,75245
938,173132
958,181321
987,198507
496,61593
724,115893
1231,266940
225,30761
866,158528
448,52553
207,20035
611,87737
1478,421951
743,156303
326,40619
211,21191
1011,218690
204,19645
58,3679
619,124454
940,191805
61,3914
1053,295120
225,22266
1056,280920
71,5884
929,228809
800,143967
39,2971
165,14986
719,173391
1149,257109
1262,289797
1456,369183
890,165790
604,121828
462,68058
27,2024
132,11909
799,143219
732,139865
81,5716
633,112198
875,164659
447,50491
1216,345713
447,96853
919,214645
972,241204
194,19484
1171,445358
393,70951
651,95684
783,124160
352,36647
127,9305
1088,216522
1028,200364
699,106969
279,26230
489,59150
112,7725
16,723
514,65222
1012,195663
691,103975
1426,343140
771,121175
638,87484
824,137829
589,78627
876,208889
256,29126
1311,493408
74,6077
1357,470649
1287,410804
39,3039
975,222794
738,149551
886,161561
782,154646
514,77661
594,100155
268,25783
846,151327
1074,219167
52,13284
81,5097
1497,364926
640,90512
799,138880
1147,250220
1181,291923
1473,430982
432,46524
912,222459
1213,274422
36,2569
863,193808
555,95535
876,222483
571,98413
1445,401764
244,24525
234,25137
1247,336650
567,76052
490,69262
1202,259524
1170,343363
579,114408
106,9341
63,4883
971,242191
1116,362889
1156,378442
163,26937
1304,316355
288,31483
591,103162
900,165541
1335,311438
623,83402
516,63721
589,80194
529,64188
136,10144
1277,285366
396,42053
87,5774
220,18281
832,182004
1408,354226
453,59908
903,200170
144,11427
1424,438679
1208,342786
1385,489654
1132,243799
1157,283882
595,99827
449,62239
1241,284517
435,58851
1434,358563
574,92956
1204,289968
971,258007
206,28666
415,57478
37,2562
1370,609288
833,216472
73,6117
530,94340
230,25120
1024,269321
784,159953
816,150614
6,352
212,22558
386,51576
1006,217635
3,176
300,27364
893,170060
1279,287532
212,19345
668,110952
55,4399
1329,514640
341,38891
1284,332613
578,112500
356,50081
549,111644
558,101776
187,20416
1105,276108
1491,373936
694,109178
90,7798
454,58966
1422,356146
1207,266718
1112,230171
371,39231
1017,207097
1255,283724
294,28979
412,48065
246,23415
1367,415837
745,180432
761,258502
1422,439496
162,25870
1286,364640
1318,419541
1009,250850
1336,336933
609,102345
352,43486
383,49821
821,185449
1449,450430
979,241317
672,122056
1100,235870
433,59780
1468,458774
978,181562
1062,207341
1186,265196
243,47454
1318,442109
565,86715
1488,380527
1370,359934
271,28446
233,24167
1280,297415
861,176246
1493,712876
1345,427110
705,149414
1452,548972
102,7770
457,67393
894,180554
494,72616
718,127782
715,136133
173,14606
139,12512
1245,291089
442,62616
1312,318534
1213,285935
20,1066
1307,326646
357,43657
960,200065
876,178416
30,1726
985,219645
206,19480
877,179522
337,39248
1223,285122
407,57166
824,158997
922,193668
865,175501
99,7257
781,154391
1422,361172
669,122577
1446,372200
1277,309950
1354,329687
655,101574
1024,200464
640,151882
1082,276251
411,46719
1456,440971
818,220056
947,236265
339,47299
244,22165
1257,315920
1452,458474
129,11998
764,187348
1084,257815
1420,376612
481,59642
76,5180
6,470
1356,317829
1152,247671
888,167407
706,110290
1244,272310
100,17316
323,33956
541,72313
1407,328247
279,37311
92,6444
553,72803
369,41572
789,169875
616,87763
1437,343174
1215,365606
990,216239
361,57074
959,205950
1322,371193
621,117429
1438,471594
781,186887
215,21553
167,13599
1042,230276
141,13126
1193,306115
1229,281696
950,190918
1019,210051
189,25036
772,149292
399,48110
542,74467
914,217982
847,201482
1235,297576
244,25908
1218,296209
478,68837
1126,246631
564,90445
1366,332518
375,46449
386,49349
743,132290
1121,255807
1156,268895
1471,383666
1210,282888
770,151272
216,20368
462,67762
1308,310440
1221,284597
1132,265170
558,108799
1366,390440
643,159882
438,73533
1115,294718
1010,251762
138,9847
1036,218686
832,158956
1168,282571
1499,389458
95,7152
1094,254790
1203,285479
870,183226
524,82370
1268,282340
1033,197970
76,5055
1085,211995
1197,250605
592,76805
445,49734
157,11655
34,2034
356,34946
427,45636
862,146851
381,38556
960,174572
584,75387
676,97546
94,6236
1003,195947
954,176005
231,19446
1199,253998
60,3871
250,21901
681,97606
1353,320533
782,185383
1212,295384
471,55158
913,159795
1320,407082
1104,260945
1147,358836
539,85454
1429,413485
1464,400658
1318,304800
643,94615
992,198822
718,111668
214,20037
1032,207943
492,63755
298,29543
297,27706
860,157122
877,157945
1482,354762
1076,223779
608,82719
211,20719
94,6255
297,30944
296,29427
461,58777
860,167013
1436,341296
625,86996
142,23644
679,136733
103,7184
404,54476
1131,261039
358,44130
897,186725
173,15313
1020,224393
454,64573
21,1369
233,25601
1340,325019
1242,299113
292,30854
1359,376199
702,135541
841,180451
1234,405320
1334,401348
1193,317823
579,85569
433,69443
606,102636
984,214889
926,199504
1471,379445
544,88980
992,194517
673,94134
482,54274
259,22121
1106,224564
134,9475
975,180160
1129,229876
293,26509
1447,340082
193,15908
460,52865
488,57235
1472,359198
626,87044
1447,371754
163,16107
581,86616
117,9911
687,117865
1372,343387
403,51618
606,107341
1401,327349
1344,316973
173,24203
676,131786
682,159604
1306,493924
1238,593757
95,8352
677,150728
1181,310064
1235,337641
536,96882
322,34221
277,27735
1350,334578
1279,284521
268,34403
687,180264
856,290749
898,166821
259,32271
71,4443
621,89185
263,24086
980,219599
300,38483
98,6924
876,194443
40,2286
124,11635
1029,279600
916,256970
306,41519
1491,427044
811,154893
657,137411
1061,269963
1018,210593
414,45032
617,94020
154,13866
429,54683
218,32032
289,40120
1265,311470
1252,276958
682,139899
186,30380
715,168288
1061,259396
776,171018
1304,400652
1277,401837
1028,236755
10,619
1073,303429
73,7947
838,157086
728,136440
1063,238727
932,174034
1368,324674
1303,301977
83,7516
134,9675
1486,370530
1070,218225
1443,359172
1299,297947
1415,343122
15,826
1133,245864
846,155285
1025,203378
266,26665
114,9077
1458,361553
1222,271622
1209,265751
1094,230203
415,46379
807,147257
1255,281085
60,4400
453,53997
1161,327545
524,79020
517,107924
48,3556
502,69519
58,3973
52,3452
692,134349
764,159706
1452,442095
465,67874
941,201629
648,115549
995,195869
1049,244479
668,122994
1191,280904
130,9901
751,154545
592,101914
217,20412
25,1534
1045,219426
1422,359380
913,192216
1313,322880
511,62116
1284,290771
1431,337495
498,57322
1286,287039
482,57530
320,35738
906,171556
1138,242703
950,200407
866,174906
562,92791
1456,359479
1117,260878
1377,344513
579,102049
1012,204287
585,98217
1383,331985
72,5075
899,192221
1128,269115
747,146047
804,163265
1081,243516
405,53775
244,26607
379,49570
572,97038
403,58202
891,175200
542,86841
989,186823
592,77406
1431,339821
76,4863
969,176580
95,6627
1475,355834
410,43005
1214,254485
728,108569
1167,241277
909,157197
510,61411
854,146795
978,180699
928,168928
1084,211807
22,1209
551,68062
974,182468
1013,192403
1360,311538
662,94757
8,355
728,109701
1143,232280
1003,210242
300,31923
127,10973
182,15304
1096,229371
356,42660
505,75130
1430,344327
924,165327
1226,262139
4,220
602,91072
33,2138
1080,271090
832,174137
350,41878
223,58067
84,6727
306,36185
1011,252062
1074,240471
619,107561
1011,226011
1102,252162
876,177227
1306,313742
212,19181
1189,281293
683,133694
1319,323212
1066,237111
147,11295
416,55474
1279,301431
437,59959
1399,344784
359,43971
1300,305181
127,9430
1481,390142
579,97292
1467,367732
866,180235
1240,291970
482,70328
1050,222818
211,19552
465,67722
107,8537
456,65408
902,172063
1127,257995
1480,384266
348,40736
620,109212
1418,360192
639,100541
483,72440
640,117922
1194,347004
303,36259
1271,420356
1231,382412
153,15005
193,21285
1292,422800
286,34104
975,203966
336,39515
667,123207
891,165621
1258,304694
188,16125
1010,223194
1408,353070
1024,222167
643,114110
832,174499
632,111919
749,143415
773,151549
877,179618
299,33575
1248,299361
457,66221
761,136512
1201,281929
1119,254442
110,7411
352,45244
535,87454
1198,279486
409,55442
659,116247
518,81781
845,167215
625,109042
1384,342335
83,5417
1108,255515
1325,322078
1330,325851
1262,308132
861,182343
912,187936
302,35089
757,143113
1409,357402
1476,387725
1325,307055
1433,343067
1108,232801
1271,281847
27,1326
127,8994
33,1983
272,25142
1440,374125
718,117234
291,32019
731,111714
1236,265114
584,82282
1051,204651
361,35289
693,99131
749,116658
836,141504
276,24070
761,117534
405,44258
1223,257256
1022,197628
575,75170
664,93405
780,120862
660,91639
944,169968
1490,359809
1145,233733
390,42012
1031,197426
1339,380165
287,28298
13,869
561,82040
1287,280985
871,159390
1107,241750
1133,242523
1115,247563
817,185469
267,26446
9,536
1048,222607
1085,224607
341,35944
