x,y
660,135720
229,34577
79,10961
519,85729
1168,190979
231,35461
1259,201916
82,8577
818,123927
1224,178351
29,3364
968,168358
1147,172962
1368,221012
435,62037
74,10110
287,38661
638,93200
261,39884
420,60122
179,26020
1311,194888
410,62408
170,25419
391,63921
165,23846
115,16842
1178,182761
1247,186066
235,32071
1158,197307
861,132335
155,22717
1029,153900
877,146112
421,60086
635,95331
82,10883
857,130185
1157,171694
1292,206018
811,123620
1217,179763
690,114313
1495,224537
169,22555
400,65009
122,17998
1120,192886
752,111338
1159,177182
18,1793
917,191291
1425,239804
712,124619
770,142665
435,57545
1259,219892
696,121675
107,13078
1132,198075
662,115980
1208,243925
597,98686
835,128170
827,157683
1180,196008
596,141091
283,43823
1306,227710
627,105087
755,133243
982,165437
712,125724
724,108199
391,59878
145,18529
610,123808
1081,201946
975,168873
441,72249
1298,198655
251,35072
761,138747
1211,207449
391,50824
1268,220727
742,127792
1408,236060
1298,217021
423,57283
1058,223936
1484,244629
1186,215320
1206,196997
1057,203546
328,43319
1378,243396
99,13065
1455,258757
89,19983
687,132594
1120,185973
857,145524
767,138957
765,128830
394,61732
24,27803
991,170805
737,149961
1337,218157
638,110779
86,11067
1383,234800
737,141136
1241,237028
1378,243964
549,95499
1155,203792
95,13883
1305,217281
674,115100
782,133830
574,97910
749,130624
1195,188449
1305,232456
816,155010
308,51108
785,121457
320,40520
748,102123
501,67442
801,109361
1343,189835
772,103395
1115,157036
781,105837
1232,173363
1025,141458
663,88284
363,46829
445,58913
736,100003
1449,207383
834,114299
1083,151898
312,39056
18,1369
1208,168882
635,83331
209,26498
239,29696
930,127032
1315,184938
1033,143002
1382,207821
436,57523
1061,191583
718,125838
29,3336
255,70453
361,74607
337,53785
1144,188679
1479,244839
867,174712
1480,258710
453,76598
1486,229725
624,94450
1035,153645
1482,241115
102,11315
646,93478
434,65338
311,46412
497,74872
770,114290
1140,186465
908,137289
1094,196704
635,115852
728,117636
1043,181765
610,108692
1388,211452
104,22154
1263,220067
872,149654
1230,202395
893,181104
1296,221960
749,141207
678,117355
97,13936
1405,240580
1176,194440
527,88488
1427,235987
78,10666
122,18320
892,146415
1320,198044
975,159825
1436,222819
903,183587
729,129061
1265,198715
464,60036
1153,203726
1377,228963
1308,217495
962,162362
258,41784
779,169753
495,81239
455,76572
445,75745
1396,239995
824,152133
705,112646
1191,181147
1314,215120
1048,157810
7,688
1085,184114
1047,156345
805,137648
320,46150
464,66039
68,9069
273,38325
137,19368
949,142110
237,31548
1441,237952
801,118200
724,111331
1273,196972
752,124320
956,160528
1359,205463
1185,190799
616,91697
413,61845
23,2557
520,76003
841,126884
1207,217401
1026,182509
293,48190
1197,212943
680,119700
959,164318
975,161241
1411,241953
640,112265
520,96820
294,54178
804,165509
440,74491
759,111074
405,62144
628,108997
770,113955
802,117594
823,138227
229,33568
1100,177164
1408,246396
684,126840
105,21837
139,20921
60,8128
703,136965
129,25526
1236,221066
454,59988
925,170662
286,46359
230,27991
285,63818
1125,177751
1488,245384
1480,249496
1070,200336
1416,303023
234,33493
677,175356
1130,189723
515,95380
708,123729
933,154338
437,71536
721,127066
175,23559
394,87847
880,131477
550,129145
487,74716
809,159711
1163,200524
947,158801
385,60487
861,164969
1404,233363
55,15791
1487,242104
1436,243245
387,59324
1227,214971
59,16474
1371,225638
621,114326
238,30975
832,149956
775,133064
197,29580
1001,191519
231,35707
476,77965
1480,235964
1135,176083
575,86186
273,35440
340,66200
663,98817
261,36852
967,161724
1013,152001
264,37304
717,126758
1081,163485
762,127995
485,69788
362,54289
1148,169238
452,72052
1114,172230
1162,174736
1492,240721
1100,167229
1261,201860
533,78189
1285,186970
874,147549
812,123936
381,54655
1124,168258
710,117348
1147,190128
1363,201657
340,49544
1382,220769
1062,162381
1074,174681
825,126760
1433,216348
385,56946
1273,208090
932,142849
1500,240913
116,14582
1400,213719
906,150854
108,12300
890,132022
632,95839
774,117895
626,94044
561,88233
752,110582
1343,215615
1195,180770
664,107996
957,157446
422,60440
12,1029
990,150115
303,45509
772,131043
1273,190715
252,35943
823,139649
494,81415
582,145170
679,165059
1397,247253
610,93228
82,10782
486,103164
117,13098
649,133077
363,57240
141,16567
186,58376
1438,232292
257,42269
1033,187647
773,141092
540,90588
573,83931
1315,194291
990,162947
101,11841
1301,194250
1136,184174
449,63400
491,71481
838,131167
908,160974
1205,206808
582,77425
1192,197720
264,43454
84,9233
1008,184260
1150,194348
1013,167010
1442,241365
1168,197616
1126,191353
780,164969
966,177537
4,287
646,112398
1327,221490
41,5072
579,91467
1488,230013
323,47360
562,95881
1202,214803
468,67834
1407,212770
306,82450
1170,195729
1064,183594
285,45754
322,52781
719,132138
348,55309
560,112306
738,142271
348,54618
1251,217019
777,128300
280,37740
855,132571
1023,186619
408,77746
512,74316
464,63917
270,42723
1128,190760
1245,217284
1172,203923
612,116067
337,53553
247,32121
1299,194766
676,118721
225,29695
475,90258
989,163165
228,38608
259,31614
415,92956
1239,203575
1208,202616
1480,244449
1256,209626
33,2960
570,102800
377,75905
834,139831
1019,176432
283,67785
1201,207793
115,27237
515,80613
894,157670
1480,243639
1474,223985
1239,200970
264,38585
155,18647
1139,170999
991,162285
521,73359
245,33496
1395,215806
667,108473
1017,152080
571,92146
414,68418
1442,225002
1121,170921
39,4734
468,74765
1266,209633
1040,156199
206,28361
1247,201844
779,118373
568,85839
1215,185779
598,95470
1408,227064
309,44056
1495,228117
1412,229265
504,72997
621,90254
1002,162416
509,70450
291,41964
478,70083
1262,192880
828,140568
1477,223920
1326,211105
610,91646
878,168111
346,58841
1247,192518
1446,220677
825,140957
127,16194
458,66917
1494,227349
1035,191624
896,153850
1217,207078
481,62767
863,163825
1429,237460
849,144106
142,17247
708,134178
867,190173
548,218543
1498,261471
382,51738
219,34620
701,136153
217,50221
804,156338
1132,227930
355,59772
1240,239336
697,169839
1000,167529
183,44563
1317,252084
236,53477
715,167410
1059,178793
14,1156
818,138965
389,57219
464,74059
51,7988
1282,277990
307,38701
261,42990
1208,220800
444,94497
1364,262547
1251,213789
152,19667
92,11271
1070,161971
440,67598
512,85186
1307,196205
1002,163265
247,35307
86,9636
384,58127
588,88488
539,80301
1005,147200
725,122149
922,158362
1258,210409
963,160936
707,124653
1108,182362
1131,194145
810,139967
660,124209
800,137796
278,35239
59,8698
264,44736
669,103175
206,32345
186,28466
126,18186
586,100050
1409,224432
101,21294
349,76416
748,137279
1306,216970
293,47516
429,94780
1113,170794
1076,188721
1190,200483
783,137147
871,142990
1209,204300
930,155883
768,129997
1481,238295
1165,201970
966,162954
996,251056
5,994
531,106393
1358,209416
35,4337
1048,193958
514,85117
1172,202023
1065,182653
1144,193937
243,40855
371,75895
889,152167
1013,174610
600,92842
1258,198871
898,151447
227,36853
231,28022
619,121956
893,162497
700,123880
359,76720
991,169510
1278,233128
7,965
1231,212638
656,125740
1279,208778
1373,226954
501,66159
1226,213039
272,44357
746,140458
1096,203706
505,65319
918,156954
699,122137
371,77459
1328,216680
398,52100
1005,185199
1307,217898
767,132339
919,160040
1339,286014
149,24385
163,25088
675,117275
1076,179641
680,138066
1281,217722
1327,306164
644,99513
330,52785
807,127268
249,33548
961,146117
1295,229161
791,136566
117,29251
676,123719
3,215
110,12257
1219,215379
171,30488
1328,230845
1099,195626
1154,361559
864,382479
1170,241191
1066,218667
1182,201600
1123,196421
1240,221553
1229,209175
968,174848
722,141252
357,46622
141,17542
1035,158437
773,149503
510,100570
1222,222520
936,155620
308,67832
1143,205833
246,34007
718,126439
591,101045
1355,222196
306,47700
286,45239
1473,287650
391,56904
1126,217783
1130,181010
844,156199
1009,202115
886,179087
927,156125
563,76132
1417,217983
962,196079
446,58196
1384,250983
1118,207772
407,71514
655,103030
1005,147957
954,176211
903,157045
13,879
1313,222319
939,156987
1305,228173
1312,217809
371,57891
443,98773
389,51778
909,169352
322,52516
97,10979
579,118706
694,121703
818,146536
335,53256
838,162152
630,112540
1008,198124
1234,236970
224,34751
991,176200
613,103920
164,24046
96,10785
1291,193091
585,93956
461,76807
1227,201197
1444,255772
769,132905
305,58249
1118,180429
680,118619
1321,231764
1327,231304
882,151290
333,52551
610,121299
750,133242
738,122561
1374,277319
122,16606
894,145570
710,106202
40,4719
233,32120
900,134320
273,38858
272,41616
83,11402
1093,178513
669,126273
903,167515
264,42982
534,108967
1032,180755
946,158920
637,115630
1190,169801
223,37770
974,180562
1018,174530
633,114554
645,120893
116,13311
811,148303
237,38946
1108,201482
1151,191688
569,96849
546,78945
980,149233
924,155441
1038,155725
796,135009
999,147821
632,103648
921,151080
292,51223
361,73493
638,107945
476,80336
1286,207993
352,55245
636,122820
1057,177879
1077,187686
1196,206727
1026,166139
1393,244167
967,178263
586,97821
65,9806
391,66594
659,109153
985,152196
945,156407
207,29192
115,12969
788,120854
1383,223245
1079,173252
1349,235695
752,131011
363,109365
858,157903
1202,201361
1445,239195
473,62992
904,169697
386,59882
18,1581
1433,246209
555,73277
33,19485
420,81215
880,185455
741,122361
1006,175320
776,117342
1309,199440
167,29450
835,152989
357,45503
222,54139
245,50444
998,168400
1439,245812
1436,238615
404,51958
800,156525
894,150398
1329,231890
223,37141
1161,206553
610,92885
255,32833
970,164959
856,144837
403,62634
1398,267398
912,173079
210,32716
1271,195759
312,44521
556,80495
908,136747
1055,171744
1165,176564
1469,302072
1107,198905
701,113053
202,30924
827,141972
431,69589
1259,225566
140,20942
1213,204835
19,1875
202,32460
467,70297
754,136869
1375,287825
1139,413145
98,14006
648,105629
127,18765
1415,266310
1331,320305
1285,282443
544,127684
976,209633
1149,194360
106,24660
175,34322
265,63109
1496,257323
641,179169
450,82724
397,55287
1273,186235
1336,239076
148,47360
343,66194
439,110483
440,70378
213,33247
215,32753
1425,239656
46,5637
55,7222
311,132504
355,68831
213,34062
1345,216833
888,191617
838,186953
1238,229235
1256,223927
950,229521
1070,222809
629,113250
73,9389
635,129110
573,127091
530,99116
515,125481
1436,251286
472,80444
1104,193146
591,94364
1251,193880
821,154416
92,10406
572,93545
178,29978
25,2850
1145,176490
935,169633
1245,200148
1268,216640
1169,187453
1096,192120
508,71822
1334,208570
608,117155
955,188562
215,55400
1250,226254
314,71911
1293,203259
846,188898
761,173477
387,79810
1273,249813
943,198666
793,135912
1449,266932
1420,250724
188,40181
1481,249081
1315,200214
996,199852
251,58898
1339,237430
784,176596
124,28004
998,190230
349,89570
291,45193
998,149229
1421,263809
1162,221425
500,136225
539,74780
1035,181439
322,75082
795,134365
645,127701
585,108028
1112,213400
841,143555
1356,254596
813,269095
1089,181749
901,191121
1337,240480
547,135792
1107,191078
675,147756
1042,179039
474,100826
404,84413
407,81403
13,1532
368,52167
165,22572
424,60888
1095,200192
109,25257
1362,239166
1249,228497
1061,228482
955,168680
309,72603
692,108389
1363,231971
697,120259
1114,174735
149,22030
779,134943
510,120332
476,79532
1260,199220
107,13473
206,28239
530,104857
897,169775
750,128292
776,146789
1017,164193
1433,247209
378,53358
481,89012
118,16690
815,142614
878,161598
1205,196465
1298,221462
308,43849
1120,190087
1349,231614
41,3891
882,180672
1138,183481
905,164685
469,66323
460,94832
1056,169828
716,140419
617,99526
418,62236
1266,214852
1276,202169
402,63293
71,9840
981,203267
979,159065
1474,255049
183,24908
1143,193305
121,17119
648,147354
342,48553
1070,181483
881,161723
184,26244
224,26902
244,31024
1489,232235
1085,192099
997,161043
1429,247801
216,30816
1450,241828
1339,230946
957,157889
1343,229124
1426,226419
538,96400
218,33558
312,54899
633,100627
124,16956
68,7948
420,107525
675,106644
1034,174033
1396,241881
781,130946
1426,236109
1380,220237
1489,254404
1335,211069
1339,228124
71,7964
1391,229014
1054,188863
1203,193419
605,117735
1017,163419
756,143497
110,12850
949,162032
116,15774
303,64520
1366,217904
1097,196426
536,83958
708,114750
760,144484
433,62461
1486,230425
586,115152
542,86821
744,118763
368,54504
1249,209991
1440,229638
1265,217642
822,136775
541,87801
302,42400
711,113959
1438,246019
252,59977
299,78969
1412,243244
257,60221
193,53140
1430,238329
1226,227673
475,124911
1070,230223
151,23525
656,115141
595,134171
450,84735
645,132530
1183,228582
1347,216255
132,19656
1433,229755
30,3911
904,159249
990,193176
915,201933
1084,205072
237,37082
304,58506
381,59849
395,65418
1186,194661
6,439
729,128007
445,83000
635,105512
822,155006
682,115531
1267,216873
1069,173480
35,4017
480,103690
1398,218941
170,22878
146,21330
168,38411
472,100720
570,91609
711,113865
811,150255
747,124557
648,114264
1228,188680
710,123626
1224,190973
1222,213842
658,103475
324,51434
45,5464
1348,218831
181,23998
373,88245
16,3724
661,141143
150,19776
1319,216030
690,133719
553,91443
747,118060
916,166350
666,105729
1491,256477
1381,219305
1108,196117
1357,215660
1170,204733
1182,188447
591,114410
899,146870
433,74676
1347,227967
126,16035
1274,222980
1082,204535
212,30360
703,151531
97,34705
672,158968
1051,197781
808,154640
1428,255718
294,42709
1264,209340
401,61064
473,89345
737,127003
1137,185799
1372,246072
977,206001
810,179762
17,1836
682,128408
1192,212056
364,89839
72,18191
11,1725
947,216083
1099,183110
1050,193056
231,46628
299,45914
212,58774
1219,202140
704,123238
1152,180493
250,39282
1324,228142
1487,228568
1351,243293
1237,229271
1476,263154
446,98237
755,114050
1199,223789
1035,207443
33,3557
557,120165
609,144865
1150,221441
1452,260835
390,80094
975,186542
742,167447
724,147980
1485,321178
263,44560
1134,211254
702,124895
212,42725
1103,192596
360,53683
723,120892
1130,211020
89,12731
570,96772
271,43192
567,97201
648,127802
20,2164
740,123273
72,9796
531,111992
1082,188184
621,100491
606,95185
280,46474
1068,164919
963,178840
1254,229338
73,9178
1477,259823
1411,260237
36,4190
360,70868
1348,219978
601,142455
182,31361
478,116291
341,48019
1391,227077
128,18767
1010,177582
1123,234083
697,121582
666,140876
195,43736
909,157900
964,183487
321,52812
262,41873
1053,179372
354,54557
129,39643
1051,200530
595,102333
342,52916
528,107843
691,152880
1164,220859
492,126353
1343,248667
1073,206886
754,178165
162,50037
695,151874
1172,211261
1237,229634
1215,225226
1457,282287
275,55672
375,92692
298,66961
867,141786
762,131327
1224,217231
771,156007
196,82046
1210,207204
882,143919
398,65234
1307,205707
777,142759
883,184715
938,150943
946,179237
1266,235386
264,42481
46,5986
1041,206569
651,112021
1289,258530
499,99979
1157,199691
548,78398
406,71995
509,83979
771,156749
733,164721
842,182218
829,183995
1340,243120
839,187457
235,60529
1211,213860
916,189680
826,181950
879,174230
856,187145
1095,211552
1415,292801
947,173231
741,122383
1314,209171
1375,238493
1299,236476
1042,199188
113,25949
211,26640
892,160114
563,137925
161,49019
790,164635
543,135721
507,122686
747,143949
745,171321
1093,210799
88,21826
108,14123
612,121188
108,21020
546,130032
490,111997
890,132794
35,4075
1395,260479
192,37217
1490,248566
103,14767
527,137082
269,44553
839,147358
496,94534
1477,312932
344,57622
1260,199101
1390,247503
755,120068
293,50634
125,15815
1354,209289
605,117827
163,21552
269,59917
724,133898
474,67542
809,128102
132,18145
864,178071
594,126637
179,49471
794,163695
579,140396
286,65363
1246,183794
487,126232
314,70632
1409,219906
813,179440
600,151057
1421,268062
1175,211460
579,90758
1230,190076
633,121850
1335,212466
1102,195652
1151,183363
897,162916
80,8827
95,13175
222,27205
1342,223159
873,160819
662,104361
1263,193523
1069,190007
911,147942
1226,211637
1340,213418
1138,199992
396,96620
322,83779
1455,247988
1464,263381
313,72787
1440,238947
104,24682
619,125323
262,34150
863,132758
621,110275
1029,206737
1156,197657
1172,190871
357,77686
1013,199983
736,138426
997,206467
1397,230226
1064,176830
508,90524
1297,222019
379,54735
738,132837
1024,182374
1496,239250
633,122894
299,43423
1002,173485
561,113273
272,57547
1182,211324
163,25659
809,142231
251,69407
989,176941
360,53168
162,35564
935,163079
425,64592
1426,252240
85,11886
1399,264820
771,127269
920,150031
1339,231455
918,149425
331,48629
266,80297
100,14007
92,11448
668,133189
380,84840
751,142033
1034,202979
1115,204840
411,70091
638,138023
1325,231047
924,148936
1148,189535
997,188480
662,107415
1456,233149
556,100659
114,16529
611,157149
639,130988
719,148219
98,11192
906,158021
784,147184
976,179500
1198,225346
626,145844
388,93207
574,150731
1268,238160
901,206515
1241,262327
541,123060
1488,254794
1402,226811
281,47076
1294,205671
962,237516
554,97258
747,154738
1306,283309
1382,241237
1276,256446
1212,256494
182,29361
815,154340
1119,235060
102,13842
1064,202895
1211,225574
52,7110
939,143392
319,88183
201,32085
368,60510
38,5133
187,30725
206,31299
267,35933
189,29114
289,61589
1146,231155
846,168953
923,180973
87,13900
8,844
697,174103
429,77890
862,159768
1366,246879
608,151638
533,133341
1042,180336
1421,259434
5,421
180,42288
268,85085
1157,210454
663,150607
825,189242
1144,215734
1065,233855
905,204511
974,193793
376,64702
678,124770
388,63177
808,135440
864,221610
132,20710
363,61903
701,116138
527,77318
1272,196429
1416,235720
1126,212016
1160,267478
191,44458
172,22787
1306,194035
1109,218315
229,58280
981,156874
844,185508
835,176637
401,104981
344,45076
29,3746
1330,218569
1475,281828
242,40388
220,35298
745,121390
1449,226168
543,134240
68,8453
1375,253840
1336,242239
955,189735
1293,240256
1428,257335
995,200960
1221,225250
537,131340
107,15094
516,71280
963,142694
1087,201610
1034,193050
860,172859
622,117638
1002,176824
149,20286
204,49558
1229,197414
525,95050
257,38616
732,151514
994,180410
733,144265
981,180353
1162,208902
864,163563
486,85485
76,11320
728,157360
585,106403
597,105711
1024,169127
543,99530
1037,188835
642,118060
1179,212545
984,181144
736,146005
222,31270
758,130689
511,90535
689,129995
97,13457
430,96169
150,22761
31,3626
265,59463
1070,174021
872,166158
276,39732
407,77315
1190,212164
1416,250205
1408,247888
285,41398
1101,193499
1463,256143
851,160859
498,99350
1460,263925
1343,235398
1343,242552
1108,212031
171,50909
868,174447
290,68576
30,3228
607,116960
865,175913
373,59940
319,58105
977,153891
854,165980
458,80201
1046,146241
806,111584
920,126821
600,82038
151,17511
1145,158727
108,12209
1242,174746
196,24322
1076,150074
1419,205314
908,124694
1494,216377
36,3462
1051,145405
1393,200317
1113,153956
1179,163600
522,68193
117,13195
1109,153481
887,122528
1313,185314
1396,199074
566,75366
764,103336
637,83973
988,138114
837,114852
342,43809
1166,237537
735,146319
1134,202961
1290,223922
1478,257675
1447,250858
781,148760
1278,222991
278,40754
785,133734
889,166879
138,18161
1093,199917
805,155835
226,31559
1232,199960
284,40600
355,83094
1143,203475
888,165589
330,49309
994,164629
857,163207
827,156530
61,8289
261,57554
324,55953
602,80696
1234,171769
312,38492
202,25333
1210,222077
1163,206246
944,197962
697,163385
828,189775
499,128906
383,78911
269,53802
1211,209417
599,113171
341,77744
1493,296866
1079,212839
708,130159
425,66699
968,166850
1065,201926
1191,215032
401,81734
319,60281
433,89150
826,137267
1029,197812
1332,247416
466,122727
239,67465
508,114686
608,143606
238,59083
1266,214905
1286,232832
518,126719
805,145084
1474,304348
175,27620
822,160574
1129,196131
343,51639
290,56248
1473,264195
387,75697
1319,218680
653,117968
731,132647
253,36471
1113,203585
384,57970
269,42340
1004,183261
901,168878
1445,243406
373,55929
344,65913
2,196
1162,221815
924,161253
721,143680
93,13289
326,75082
904,124478
1309,185463
817,111811
1042,143480
1064,147709
499,63605
744,102453
724,98028
553,72660
930,128654
1299,181951
353,45214
443,57145
1040,143123
1129,157388
684,92230
1211,168742
49,5035
1330,186590
1450,208903
723,127108
857,137031
212,53614
1177,221879
877,187278
196,54922
20,2499
136,36960
1490,261675
1473,260168
168,49851
1095,225537
334,56653
834,213078
636,126263
717,123780
1253,264420
301,46303
182,28921
38,4962
721,163037
526,94699
624,120260
848,198920
1056,213045
341,78645
545,129766
575,98990
1152,206014
833,164164
630,116305
340,57405
194,41168
968,169924
1033,183094
469,89116
25,3129
1343,240045
259,37302
786,153205
1367,240508
1209,204145
1045,190463
837,149295
1148,206540
1148,192743
235,32466
715,144036
3,294
140,16950
445,97640
167,25197
1403,245786
1239,247032
75,10635
51,7042
425,94165
1083,196022
990,168649
445,76855
1100,178281
214,29771
847,162065
191,25277
135,19620
372,88266
565,97739
1312,204476
1099,201996
1273,210191
685,137582
445,88429
831,158155
71,10605
1320,228816
412,81512
980,209880
632,119219
1046,188728
392,77524
924,175085
1000,170310
1308,229621
1413,233944
414,72145
123,29488
202,39416
214,42123
499,105235
1349,236805
1424,240085
1403,244136
915,160944
342,52187
624,97530
213,26204
43,4290
325,41162
169,19841
645,85196
190,22861
1232,173193
1284,178048
580,77309
385,49720
503,65056
1385,198879
104,11454
541,71025
207,25230
1280,177527
422,54970
1383,197877
1268,225823
396,98337
1243,234320
47,6137
2,219
1201,252427
588,105355
597,119561
440,98069
649,123511
1013,224580
34,3229
683,145578
909,146889
1108,217711
1498,251053
1318,240154
504,128220
955,214110
743,196684
1235,318441
599,122420
1026,169679
472,116370
76,19755
367,90392
511,96055
1049,183792
1252,233894
339,72143
470,104829
28,2840
1033,235607
528,99926
1154,197650
978,200753
776,161566
957,189766
78,10772
1385,246813
304,67215
1371,211907
90,21283
916,181257
204,55892
298,67481
576,127653
686,101180
557,118258
845,187137
912,191879
422,84636
411,86262
32,4895
181,28866
601,128064
328,58565
676,101681
288,55907
1354,268128
299,42832
1392,238301
851,154040
483,96779
441,94247
242,44440
788,136297
1134,207806
1131,191872
1237,219359
870,155377
1394,230785
1302,237088
125,45150
116,32317
826,157752
1061,200125
1368,247897
230,58156
589,134820
754,184794
888,161614
241,45329
648,159666
895,192897
424,65545
496,85989
1297,219353
75,10211
139,27530
555,110232
735,146855
1332,280435
916,202133
641,119681
597,115637
513,94014
1015,139702
276,34310
1276,179351
573,76214
1098,153032
931,186359
602,140373
868,165799
1302,231451
399,111634
1407,255636
1194,224124
831,186348
549,134599
635,149377
162,57125
1246,199481
1074,244679
1403,267691
693,139842
336,65521
250,34476
665,131227
800,177641
1086,208948
71,8762
627,135719
1390,253256
683,163005
127,44597
788,164408
1333,242383
1219,225147
1319,238539
1077,207808
964,222996
399,87370
28,3693
1429,252717
585,114420
966,180123
1017,172357
78,11186
833,142542
580,122960
1436,257655
82,10180
345,68940
321,50568
24,2988
581,122431
1438,256890
86,11143
850,174994
165,49750
1079,202390
389,95311
188,26849
351,90927
1125,218194
1034,200500
541,133523
681,133456
1267,281153
48,7121
271,44585
11,1143
721,145773
1104,221032
953,211442
564,105781
994,144106
751,113966
1020,171349
963,187451
579,119941
1405,283485
1046,203838
1311,248093
12,1904
963,205132
1076,220501
883,168595
586,109878
547,92438
829,166954
942,166974
629,124631
1419,256399
1486,256419
509,117880
1454,213225
88,21316
803,207060
1054,193033
664,132856
914,202736
754,141574
872,188514
1427,302582
471,74733
14,1490
1022,190496
484,83685
900,147303
1433,260574
1269,213360
491,88975
303,67796
1371,228412
525,93367
742,136065
147,19883
1251,224318
1397,242029
1299,213647
778,173192
1124,178778
701,96121
108,12302
1227,173420
1425,204220
526,69797
1473,211056
858,138282
1182,166205
519,66895
144,16318
775,147000
1323,309582
499,85796
727,144105
864,166393
1087,196398
1332,234686
792,151460
14,1538
628,131683
756,146335
636,127609
1174,212501
3,308
996,189533
668,136399
808,154696
81,10758
1061,197265
223,31179
1443,237090
490,87570
873,155387
1473,255229
1484,256041
1399,242587
461,83727
252,50060
375,72506
1471,267250
1495,262282
820,160649
730,143226
1036,189975
1327,234739
38,4719
1110,268377
1394,254455
772,171388
502,125396
1477,265501
1147,216847
965,228862
1308,219895
977,182307
145,23120
1183,223325
770,153652
1224,222797
98,23217
519,106792
392,92979
820,182155
1030,192904
1459,255069
796,180617
1103,210760
624,137775
687,135854
48,5610
1171,213059
223,56206
153,18696
552,96421
1114,212629
716,135744
1145,205417
1197,200479
532,94585
303,59953
258,41055
504,90925
267,38175
1345,221030
603,109094
92,14331
1086,201051
356,56222
1392,214956
1463,248641
1132,192880
666,135852
993,171521
104,15292
1388,249149
117,16543
1406,249120
1213,216049
204,32852
39,5051
696,141562
974,170611
628,114198
42,5385
680,149120
633,117714
1480,259190
1400,231204
1408,251066
755,136028
1103,201299
55,7834
940,185975
947,162370
1323,232948
718,131455
276,40665
890,149716
91,12857
962,182305
30,3319
1498,269152
526,94159
348,69066
958,173772
1423,257232
474,74644
593,108949
1206,224700
1252,229897
963,196095
1209,247782
1218,251551
590,129437
938,178643
695,148415
784,166839
1062,201380
1042,189729
400,78610
86,12277
369,58215
164,22050
33,3338
1430,260070
1015,214134
333,54303
286,58294
35,4632
561,129237
330,48349
887,154307
788,154240
259,36595
514,94697
1001,181685
1398,248469
144,18489
631,130663
491,87988
1299,216203
658,116887
818,152466
702,138395
564,103037
401,78803
606,124240
1001,184390
1240,222504
755,146450
1451,254119
1456,252811
1204,194946
844,164700
324,47443
455,75060
1197,212086
755,147742
378,64410
1270,202985
231,32205
1459,256805
1005,186120
1129,203870
969,179128
1096,197481
1342,235415
1309,228729
147,18855
739,146461
769,147877
819,155416
1075,195514
1450,255198
1129,197597
442,85198
611,122313
1453,254121
430,105017
1432,211094
215,67868
450,109225
247,69688
681,147077
140,30961
1421,300277
1037,156441
1399,277053
802,155437
203,26690
490,108459
62,7779
606,130560
1298,230919
1148,205301
1051,190680
1410,248791
406,98006
387,91381
1131,195302
897,173269
55,6576
789,114270
985,180604
1176,212457
1214,290277
1101,224526
485,85344
705,140128
676,139103
1095,197516
166,21686
